Make,Model,Type,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
MERCEDES-BENZ,GLA 250 4MATIC,SUV,2,4,AM7,Z,10.1,7.6,9,31,209
MERCEDES-BENZ,GLC 300 4MATIC,SUV,2,4,A9,Z,11.1,8.6,10,28,240
MERCEDES-BENZ,GLC 300 4MATIC COUPE,SUV,2,4,A9,Z,11,8.7,10,28,235
MITSUBISHI,ECLIPSE CROSS,SUV,1.5,4,AV8,X,9.4,8.4,8.9,32,208
MITSUBISHI,ECLIPSE CROSS 4WD,SUV,1.5,4,AV8,X,9.6,8.9,9.3,30,216
MITSUBISHI,OUTLANDER 4WD,SUV,2.4,4,AV6,X,9.9,8.1,9.1,31,212
MITSUBISHI,OUTLANDER 4WD,SUV,3,6,AS6,Z,12,8.8,10.6,27,248
MITSUBISHI,RVR,SUV,2,4,AV6,X,9.7,7.8,8.8,32,204
MITSUBISHI,RVR,SUV,2,4,M5,X,10.3,8.2,9.3,30,216
MITSUBISHI,RVR 4WD,SUV,2,4,AV6,X,10.1,8.2,9.2,31,213
MITSUBISHI,RVR 4WD,SUV,2.4,4,AV6,X,10.3,8.3,9.4,30,219
NISSAN,PATHFINDER,SUV,3.5,6,AV,X,11.6,8.5,10.2,28,240
NISSAN,PATHFINDER 4WD,SUV,3.5,6,AV,X,12.1,8.9,10.7,26,250
NISSAN,PATHFINDER 4WD PLATINUM,SUV,3.5,6,AV,X,12.4,9.2,11,26,259
NISSAN,ROGUE,SUV,2.5,4,AV,X,9.2,7,8.2,34,192
NISSAN,ROGUE AWD,SUV,2.5,4,AV,X,9.7,7.4,8.7,32,205
PORSCHE,MACAN,SUV,2,4,A7,Z,11.6,9.3,10.6,27,248
PORSCHE,MACAN GTS,SUV,3,6,A7,Z,13.8,10.3,12.3,23,287
PORSCHE,MACAN S,SUV,3,6,A7,Z,13.7,10.3,12.2,23,285
PORSCHE,MACAN TURBO,SUV,3.6,6,A7,Z,14.2,10.1,12.3,23,287
PORSCHE,MACAN TURBO KIT,SUV,3.6,6,A7,Z,14.1,10.1,12.3,23,286
SUBARU,CROSSTREK AWD,SUV,2,4,AV7,X,8.8,7.2,8.1,35,188
SUBARU,CROSSTREK AWD,SUV,2,4,M6,X,10.5,8.1,9.4,30,220
SUBARU,FORESTER AWD,SUV,2,4,AV8,Z,10.2,8.6,9.5,30,223
SUBARU,FORESTER AWD,SUV,2.5,4,AV6,X,9.2,7.4,8.4,34,196
SUBARU,FORESTER AWD,SUV,2.5,4,M6,X,10.9,8.3,9.7,29,228
SUBARU,OUTBACK AWD,SUV,2.5,4,AV7,X,9.4,7.3,8.5,33,198
SUBARU,OUTBACK AWD,SUV,3.6,6,AV6,X,12,8.7,10.5,27,247
TOYOTA,HIGHLANDER,SUV,3.5,6,AS8,X,11.8,8.7,10.3,27,243
TOYOTA,RAV4 LE/XLE,SUV,2.5,4,AS6,X,10,7.8,9,31,210
TOYOTA,RAV4 AWD,SUV,2.5,4,AS6,X,10.5,8.3,9.5,30,222
TOYOTA,RAV4 LIMITED/SE AWD,SUV,2.5,4,AS6,X,10.7,8.4,9.7,29,226
TOYOTA,RAV4 HYBRID AWD,SUV,2.5,4,AV6,X,6.9,7.8,7.3,39,171
VOLKSWAGEN,ATLAS,SUV,2,4,AS8,X,10.8,8.9,10,28,233
VOLKSWAGEN,ATLAS 4MOTION,SUV,3.6,6,AS8,X,13.7,10.1,12.1,23,282
VOLKSWAGEN,TIGUAN,SUV,2,4,AS8,X,10.6,8.7,9.8,29,229
VOLKSWAGEN,TIGUAN 4MOTION,SUV,2,4,AS8,X,11.3,8.8,10.2,28,237
VOLVO,XC60 T5 AWD,SUV,2,4,AS8,Z,10.7,8.5,9.8,29,228
VOLVO,XC60 T6 AWD,SUV,2,4,AS8,Z,11.4,8.7,10.2,28,240
ACURA,MDX SH-AWD,SUV,3.5,6,AS9,Z,12.2,9,10.8,26,252
ACURA,MDX SH-AWD A-SPEC,SUV,3.5,6,AS9,Z,12.2,9.5,11,26,258
ACURA,MDX Hybrid AWD,SUV,3,6,AM7,Z,9.1,9,9,31,210
ACURA,RDX AWD,SUV,2,4,AS10,Z,11,8.6,9.9,29,232
ACURA,RDX AWD A-SPEC,SUV,2,4,AS10,Z,11.3,9.1,10.3,27,242
ALFA ROMEO,Stelvio,SUV,2,4,A8,Z,10.3,8.1,9.3,30,218
ALFA ROMEO,Stelvio AWD,SUV,2,4,A8,Z,10.8,8.3,9.6,29,226
ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV,2.9,6,A8,Z,14.1,10.4,12.4,23,292
AUDI,Q3 quattro,SUV,2,4,AS8,X,12.3,8.6,10.6,27,248
AUDI,Q5,SUV,2,4,AM7,Z,10.9,8.7,9.9,29,230
AUDI,SQ5,SUV,3,6,AS8,Z,12.7,10,11.5,25,270
BMW,X1 xDrive28i,SUV,2,4,AS8,Z,10.7,7.5,9.3,30,217
BMW,X2 xDrive28i,SUV,2,4,AS8,Z,11,7.7,9.5,30,222
BMW,X3 xDrive30i,SUV,2,4,AS8,Z,10.8,8,9.6,29,223
BMW,X3 M40i,SUV,3,6,AS8,Z,11.9,8.7,10.4,27,245
BMW,X4 xDrive30i,SUV,2,4,AS8,Z,10.8,8,9.6,29,223
BMW,X4 M40i,SUV,3,6,AS8,Z,11.9,8.7,10.4,27,245
BUICK,Encore,SUV,1.4,4,AS6,X,9.4,7.8,8.7,32,204
BUICK,Encore (SIDI with Stop/Start),SUV,1.4,4,AS6,X,8.9,7.5,8.3,34,194
BUICK,Encore AWD,SUV,1.4,4,AS6,X,9.9,8.1,9.1,31,214
BUICK,Encore AWD (SIDI with Stop/Start),SUV,1.4,4,AS6,X,9.4,7.9,8.8,32,205
BUICK,Envision AWD,SUV,2,4,A9,Z,11.7,9.4,10.7,26,249
BUICK,Envision AWD,SUV,2.5,4,A6,X,11.1,8.6,10,28,234
CADILLAC,XT4,SUV,2,4,AS9,Z,9.8,7.8,8.9,32,209
CADILLAC,XT4 AWD,SUV,2,4,AS9,Z,10.9,8.2,9.7,29,227
CADILLAC,XT5,SUV,3.6,6,AS8,X,12.1,8.9,10.6,27,250
CADILLAC,XT5 AWD,SUV,3.6,6,AS8,X,12.8,9.3,11.2,25,263
CHEVROLET,Blazer,SUV,2.5,4,A9,X,10.8,8.8,9.9,29,232
CHEVROLET,Blazer,SUV,3.6,6,A9,X,12,9,10.6,27,250
CHEVROLET,Blazer AWD,SUV,3.6,6,A9,X,12.7,9.5,11.3,25,265
CHEVROLET,Equinox,SUV,1.5,4,A6,X,9.2,7.3,8.3,34,196
CHEVROLET,Equinox,SUV,1.6,4,A6,D,8.5,6,7.4,38,199
CHEVROLET,Equinox AWD,SUV,1.5,4,A6,X,9.3,7.8,8.6,33,207
CHEVROLET,Equinox AWD,SUV,1.6,4,A6,D,8.5,6.1,7.4,38,199
CHEVROLET,Equinox AWD,SUV,2,4,A9,Z,10.9,8.3,9.7,29,228
CHEVROLET,Trax,SUV,1.4,4,AS6,X,9.1,7.6,8.4,34,196
CHEVROLET,Trax,SUV,1.4,4,M6,X,9.4,6.9,8.3,34,194
CHEVROLET,Trax 4WD,SUV,1.4,4,AS6,X,9.9,8.1,9.1,31,214
DODGE,Journey,SUV,2.4,4,A4,X,12.7,9.2,11.1,25,261
DODGE,Journey FFV,SUV,3.6,6,A6,X,14.2,9.5,12.1,23,284
DODGE,Journey FFV,SUV,3.6,6,A6,E,19.1,13.2,16.4,17,274
DODGE,Journey AWD,SUV,3.6,6,A6,X,14.5,10,12.4,23,292
FIAT,500X AWD,SUV,1.3,4,A9,X,10,7.9,9.1,31,213
FORD,EcoSport,SUV,1,3,AS6,X,8.6,8.1,8.4,34,196
FORD,EcoSport AWD,SUV,2,4,AS6,X,10.2,8,9.3,30,218
FORD,Edge,SUV,2,4,AS8,X,10.9,8,9.6,29,224
FORD,Edge AWD,SUV,2,4,AS8,X,11.4,8.3,10,28,233
FORD,Edge AWD,SUV,2.7,6,AS8,X,12.6,9.2,11,26,259
FORD,Escape,SUV,1.5,4,AS6,X,10.2,7.8,9.1,31,214
FORD,Escape FFV,SUV,2.5,4,AS6,X,11,8,9.6,29,226
FORD,Escape FFV,SUV,2.5,4,AS6,E,15,10.8,13.1,22,218
FORD,Escape AWD,SUV,1.5,4,AS6,X,11.2,8.4,9.9,29,232
FORD,Escape AWD,SUV,2,4,AS6,X,11.5,8.7,10.2,28,239
GMC,Terrain,SUV,1.5,4,A9,X,9.2,7.9,8.6,33,201
GMC,Terrain,SUV,1.6,4,A6,D,8.5,6,7.4,38,199
GMC,Terrain AWD,SUV,1.5,4,A9,X,9.6,8.3,9,31,210
GMC,Terrain AWD,SUV,1.6,4,A6,D,8.5,6.1,7.4,38,199
GMC,Terrain AWD,SUV,2,4,A9,Z,11.2,9,10.2,28,239
HONDA,CR-V,SUV,1.5,4,AV,X,8.4,7,7.8,36,181
HONDA,CR-V AWD,SUV,1.5,4,AV,X,8.7,7.2,8,35,188
HONDA,Passport AWD,SUV,3.5,6,A9,X,12.5,9.8,11.3,25,265
HONDA,Pilot,SUV,3.5,6,A6,X,12.4,8.7,10.7,26,250
HONDA,Pilot AWD,SUV,3.5,6,A6,X,13,9.3,11.3,25,266
HONDA,Pilot AWD,SUV,3.5,6,AS9,X,12.4,9.3,11,26,257
HYUNDAI,Kona,SUV,2,4,AS6,X,8.6,7,7.9,36,186
HYUNDAI,Kona AWD,SUV,1.6,4,AM7,X,9,8,8.6,33,201
HYUNDAI,Kona AWD,SUV,2,4,AS6,X,9.2,7.8,8.6,33,202
HYUNDAI,Santa Fe,SUV,2.4,4,AS8,X,10.8,8,9.6,29,225
HYUNDAI,Santa Fe AWD,SUV,2,4,AS8,X,12.3,9.8,11.2,25,262
HYUNDAI,Santa Fe AWD,SUV,2.4,4,AS8,X,11.2,8.7,10.1,28,237
HYUNDAI,Santa Fe XL,SUV,3.3,6,AS6,X,13.2,9.4,11.5,25,268
HYUNDAI,Santa Fe XL AWD,SUV,3.3,6,AS6,X,13.4,9.7,11.7,24,276
HYUNDAI,Santa Fe XL Ultimate AWD,SUV,3.3,6,AS6,X,14.1,10.8,12.6,22,297
HYUNDAI,Tucson,SUV,2,4,AS6,X,10,7.9,9.1,31,216
HYUNDAI,Tucson AWD,SUV,2,4,AS6,X,10.8,9.2,10.1,28,239
HYUNDAI,Tucson AWD,SUV,2.4,4,AS6,X,11,9.1,10.1,28,240
INFINITI,QX50 AWD,SUV,2,4,AV8,Z,10,7.8,9,31,211
INFINITI,QX60 AWD,SUV,3.5,6,AV7,Z,12.5,9,10.9,26,257
JAGUAR,E-PACE P250,SUV,2,4,AS9,Z,11,8.4,9.8,29,231
JAGUAR,F-PACE 20d,SUV,2,4,AS8,D,8.9,7.2,8.1,35,218
JAGUAR,F-PACE 25t,SUV,2,4,AS8,Z,10.7,8.8,9.9,29,227
JAGUAR,F-PACE 35t,SUV,3,6,AS8,Z,13.3,10,11.8,24,277
JEEP,Cherokee,SUV,2,4,A9,X,10.4,7.6,9.1,31,214
JEEP,Cherokee,SUV,2.4,4,A9,X,10.8,7.6,9.3,30,219
JEEP,Cherokee,SUV,3.2,6,A9,X,11.9,8.2,10.2,28,240
JEEP,Cherokee 4X4 Active Drive I,SUV,2,4,A9,X,11.2,8,9.8,29,229
JEEP,Cherokee 4X4 Active Drive I,SUV,2.4,4,A9,X,11.2,8,9.8,29,230
JEEP,Cherokee 4X4 Active Drive I,SUV,3.2,6,A9,X,12.2,8.6,10.6,27,249
JEEP,Cherokee 4X4 Active Drive II,SUV,2,4,A9,X,11.5,8.6,10.2,28,240
JEEP,Cherokee 4X4 Active Drive II,SUV,3.2,6,A9,X,12.8,9,11.1,25,259
JEEP,Cherokee 4X4 Active Drive Lock,SUV,2,4,A9,X,11.8,9.2,10.6,27,249
JEEP,Cherokee 4X4 Active Drive Lock,SUV,3.2,6,A9,X,12.9,9.9,11.6,24,269
JEEP,Compass,SUV,2.4,4,A6,X,10.6,7.6,9.3,30,218
JEEP,Compass,SUV,2.4,4,M6,X,10.4,7.3,9,31,211
JEEP,Compass 4X4,SUV,2.4,4,A9,X,10.8,7.8,9.5,30,222
JEEP,Compass 4X4,SUV,2.4,4,M6,X,10.8,7.6,9.4,30,221
JEEP,Renegade,SUV,1.3,4,A9,X,9.8,7.4,8.7,32,204
JEEP,Renegade,SUV,2.4,4,A9,X,10.8,7.8,9.5,30,222
JEEP,Renegade 4X4,SUV,1.3,4,A9,X,10.1,8.1,9.2,31,216
JEEP,Renegade 4X4,SUV,2.4,4,A9,X,11.2,8.2,9.8,29,230
JEEP,Renegade 4X4 Trailhawk,SUV,1.3,4,A9,X,10.8,8.7,9.9,29,230
JEEP,Wrangler JL 4X4,SUV,2,4,A8,X,10.5,9.4,10,28,233
JEEP,Wrangler JL 4X4,SUV,3.6,6,A8,X,12.8,10.4,11.8,24,274
JEEP,Wrangler JL 4X4,SUV,3.6,6,M6,X,13.7,9.6,11.8,24,277
JEEP,Wrangler JL Unlimited 4X4,SUV,2,4,A8,X,10.9,10,10.5,27,245
JEEP,Wrangler JL Unlimited 4X4,SUV,3.6,6,A8,X,12.9,10.2,11.7,24,275
JEEP,Wrangler JL Unlimited 4X4,SUV,3.6,6,M6,X,13.8,10.1,12.2,23,285
KIA,Sorento,SUV,2.4,4,AS6,X,10.7,8.2,9.6,29,225
KIA,Sorento AWD,SUV,2.4,4,AS6,X,11.2,9,10.2,28,242
KIA,Sorento AWD,SUV,3.3,6,AS8,X,12.5,9.7,11.2,25,265
KIA,Sportage,SUV,2.4,4,AS6,X,10.3,7.8,9.2,31,218
KIA,Sportage AWD,SUV,2,4,AS6,X,11.9,10.2,11.1,25,263
KIA,Sportage AWD,SUV,2.4,4,AS6,X,11.3,9.5,10.5,27,247
LAND ROVER,Discovery Sport,SUV,2,4,AS9,Z,11.4,9.3,10.5,27,246
LAND ROVER,Range Rover Evoque,SUV,2,4,AS9,Z,10.9,8,9.6,29,225
LAND ROVER,Range Rover Evoque Convertible,SUV,2,4,AS9,Z,11.2,8.2,9.8,29,231
LAND ROVER,Range Rover Velar D180,SUV,2,4,AS8,D,9.2,7.8,8.5,33,229
LAND ROVER,Range Rover Velar P300,SUV,2,4,AS8,Z,11.7,9.2,10.6,27,248
LAND ROVER,Range Rover Velar P380,SUV,3,6,AS8,Z,13,10,11.6,24,273
LEXUS,NX 300 AWD,SUV,2,4,AS6,Z,10.7,8.5,9.7,29,226
LEXUS,NX 300 AWD F SPORT,SUV,2,4,AS6,Z,10.8,8.9,9.9,29,232
LEXUS,NX 300h AWD,SUV,2.5,4,AV6,X,7.2,7.9,7.5,38,176
LEXUS,RX 350 AWD,SUV,3.5,6,AS8,X,12.2,9,10.8,26,252
LEXUS,RX 350 L AWD,SUV,3.5,6,AS8,X,13.1,9.4,11.1,25,268
LINCOLN,MKC AWD,SUV,2,4,AS6,X,12.3,9.3,11,26,257
LINCOLN,MKC AWD (Start/Stop),SUV,2,4,AS6,X,12.2,9.3,10.9,26,256
LINCOLN,MKC AWD,SUV,2.3,4,AS6,X,13.1,9.5,11.5,25,270
LINCOLN,Nautilus,SUV,2,4,AS8,X,12,9.6,10.7,26,250
LINCOLN,Nautilus,SUV,2.7,6,AS8,X,12.6,9.2,11,26,259
MAZDA,CX-5,SUV,2,4,M6,X,9.7,7.7,8.8,32,206
MAZDA,CX-5,SUV,2.5,4,AS6,X,9.7,7.8,8.8,32,206
MAZDA,CX-5 (Cylinder Deactivation),SUV,2.5,4,AS6,X,9.3,7.6,8.5,33,201
MAZDA,CX-5 4WD,SUV,2.5,4,AS6,X,10.2,8.2,9.3,30,217
MAZDA,CX-5 4WD (Cylinder Deactivation),SUV,2.5,4,AS6,X,9.8,7.9,9,31,208
MAZDA,CX-5 Turbo 4WD,SUV,2.5,4,AS6,X,10.8,8.7,9.8,29,230
MAZDA,CX-5 Diesel 4WD,SUV,2.2,4,AS6,D,8.9,7.9,8.4,34,227
MAZDA,CX-9,SUV,2.5,4,AS6,X,10.6,8.4,9.6,29,225
MAZDA,CX-9 4WD,SUV,2.5,4,AS6,X,11.6,9.1,10.5,27,244
MERCEDES-BENZ,AMG GLC 43 4MATIC,SUV,3,6,A9,Z,12.5,9.6,11.2,25,262
MERCEDES-BENZ,AMG GLC 43 4MATIC Coupe,SUV,3,6,A9,Z,12.6,9.7,11.3,25,265
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV,4,8,A9,Z,15,10.9,13.2,21,309
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,SUV,4,8,A9,Z,15,10.9,13.2,21,309
MERCEDES-BENZ,GLA 250 4MATIC,SUV,2,4,AM7,Z,10.1,7.6,9,31,209
MERCEDES-BENZ,GLC 300 4MATIC,SUV,2,4,A9,Z,11,8.7,10,28,234
MERCEDES-BENZ,GLC 300 4MATIC Coupe,SUV,2,4,A9,Z,10.8,9,10,28,234
MITSUBISHI,Eclipse Cross 4WD,SUV,1.5,4,AV8,X,9.6,8.9,9.3,30,216
MITSUBISHI,Outlander 4WD,SUV,2.4,4,AV6,X,9.9,8.1,9.1,31,212
MITSUBISHI,Outlander 4WD,SUV,3,6,AS6,Z,12,8.8,10.6,27,246
MITSUBISHI,RVR,SUV,2,4,AV6,X,9.7,7.8,8.8,32,206
MITSUBISHI,RVR 4WD,SUV,2,4,AV6,X,10.1,8.2,9.2,31,213
MITSUBISHI,RVR 4WD,SUV,2.4,4,AV6,X,10.3,8.3,9.4,30,218
NISSAN,Pathfinder,SUV,3.5,6,AV,X,11.6,8.5,10.2,28,240
NISSAN,Pathfinder 4WD,SUV,3.5,6,AV,X,12.1,8.9,10.7,26,250
NISSAN,Pathfinder 4WD Platinum,SUV,3.5,6,AV,X,12.4,9.2,11,26,259
NISSAN,Rogue,SUV,2.5,4,AV,X,9.1,7.1,8.2,34,192
NISSAN,Rogue AWD,SUV,2.5,4,AV,X,9.6,7.5,8.7,32,204
PORSCHE,Macan,SUV,2,4,AM7,Z,12.2,10.2,11.3,25,264
PORSCHE,Macan S,SUV,3,6,AM7,Z,12.9,10.2,11.7,24,272
SUBARU,Crosstrek AWD,SUV,2,4,AV7,X,8.8,7.2,8.1,35,188
SUBARU,Crosstrek AWD,SUV,2,4,M6,X,10.5,8.1,9.4,30,220
SUBARU,Forester AWD,SUV,2.5,4,AV7,X,9,7.2,8.2,34,192
SUBARU,Outback AWD,SUV,2.5,4,AV7,X,9.4,7.3,8.5,33,198
SUBARU,Outback AWD,SUV,3.6,6,AV6,X,12,8.7,10.5,27,247
TOYOTA,Highlander,SUV,3.5,6,AS8,X,11.8,8.7,10.3,27,243
TOYOTA,RAV4,SUV,2.5,4,AS8,X,8.8,6.7,7.8,36,183
TOYOTA,RAV4 AWD,SUV,2.5,4,AS8,X,9.2,7.1,8.3,34,190
TOYOTA,RAV4 Hybrid AWD,SUV,2.5,4,AV6,X,5.8,6.3,6,47,140
VOLKSWAGEN,Atlas,SUV,2,4,AS8,X,11.6,9.1,10.5,27,245
VOLKSWAGEN,Tiguan,SUV,2,4,AS8,X,10.7,8,9.5,30,221
VOLKSWAGEN,Tiguan 4MOTION,SUV,2,4,AS8,X,11.1,8.1,9.8,29,228
VOLVO,XC40 T5 AWD,SUV,2,4,AS8,Z,10.3,7.5,9,31,211
VOLVO,XC60 T5 AWD,SUV,2,4,AS8,Z,11.3,8.5,10,28,233
VOLVO,XC60 T6 AWD,SUV,2,4,AS8,Z,11.8,8.6,10.4,27,242
ACURA,MDX SH-AWD,SUV,3.5,6,AS9,Z,12.3,9.2,10.9,26,254
ACURA,MDX SH-AWD A-SPEC,SUV,3.5,6,AS9,Z,12.2,9.5,11,26,258
ACURA,MDX Hybrid AWD,SUV,3,6,AM7,Z,9.1,9,9,31,210
ACURA,RDX AWD,SUV,2,4,AS10,Z,11,8.6,9.9,29,232
ACURA,RDX AWD A-SPEC,SUV,2,4,AS10,Z,11.3,9.1,10.3,27,241
ALFA ROMEO,Stelvio,SUV,2,4,A8,Z,10.3,8.1,9.3,30,218
ALFA ROMEO,Stelvio AWD,SUV,2,4,A8,Z,10.8,8.3,9.6,29,226
ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV,2.9,6,A8,Z,13.9,10.3,12.3,23,288
AUDI,Q3 quattro,SUV,2,4,AS8,X,12.3,8.6,10.6,27,248
AUDI,Q5,SUV,2,4,AM7,Z,10.7,8.4,9.7,29,226
AUDI,SQ5,SUV,3,6,AS8,Z,13.1,10.3,11.8,24,276
BMW,X1 xDrive28i,SUV,2,4,AS8,Z,10.3,7.7,9.1,31,213
BMW,X2 xDrive28i,SUV,2,4,AS8,Z,9.9,7.6,8.8,32,207
BMW,X2 M35i,SUV,2,4,AS8,Z,10,7.8,9,31,210
BMW,X3 xDrive30i,SUV,2,4,AS8,Z,10,8.2,9.2,31,215
BMW,X3 M,SUV,3,6,AS8,Z,16.6,12.1,14.6,19,339
BMW,X3 M Competition,SUV,3,6,AS8,Z,16.6,12.1,14.6,19,339
BMW,X3 M40i,SUV,3,6,AS8,Z,11.3,8.7,10.1,28,235
BMW,X4 xDrive30i,SUV,2,4,AS8,Z,10,8.2,9.2,31,215
BMW,X4 M,SUV,3,6,AS8,Z,16.6,12.1,14.6,19,339
BMW,X4 M Competition,SUV,3,6,AS8,Z,16.6,12.1,14.6,19,339
BMW,X4 M40i,SUV,3,6,AS8,Z,11.3,8.7,10.1,28,235
BUICK,Encore,SUV,1.4,4,AS6,X,9.4,7.8,8.7,32,204
BUICK,Encore AWD,SUV,1.4,4,AS6,X,10,8,9.1,31,214
BUICK,Encore GX,SUV,1.2,3,AV,X,9,7.7,8.4,34,198
BUICK,Encore GX AWD,SUV,1.3,3,A9,X,9,8,8.5,33,199
BUICK,Envision AWD,SUV,2,4,A9,Z,11.7,9.4,10.7,26,250
BUICK,Envision AWD,SUV,2.5,4,A6,X,11.1,8.6,10,28,234
CADILLAC,XT4,SUV,2,4,AS9,Z,9.8,7.8,8.9,32,209
CADILLAC,XT4 AWD,SUV,2,4,AS9,Z,10.9,8.2,9.7,29,227
CADILLAC,XT5,SUV,2,4,AS9,Z,11,8.3,9.8,29,227
CADILLAC,XT5 AWD,SUV,2,4,AS9,Z,11.2,8.9,10.1,28,235
CADILLAC,XT5 AWD,SUV,3.6,6,AS9,X,13.4,9.4,11.6,24,270
CADILLAC,XT6 AWD,SUV,3.6,6,AS9,X,13.5,9.7,11.8,24,277
CHEVROLET,Blazer,SUV,2,4,A9,X,11,8.3,9.8,29,225
CHEVROLET,Blazer,SUV,2.5,4,A9,X,11.3,8.9,10.2,28,238
CHEVROLET,Blazer AWD,SUV,2,4,A9,X,11.3,8.7,10.1,28,232
CHEVROLET,Blazer AWD,SUV,3.6,6,A9,X,13.1,9.4,11.4,25,269
CHEVROLET,Equinox,SUV,1.5,4,A6,X,8.9,7.7,8.4,34,196
CHEVROLET,Equinox AWD,SUV,1.5,4,A6,X,9.3,8,8.7,32,204
CHEVROLET,Equinox AWD,SUV,2,4,A9,Z,10.9,8.3,9.7,29,228
CHEVROLET,Trax,SUV,1.4,4,AS6,X,9.1,7.6,8.4,34,196
CHEVROLET,Trax AWD,SUV,1.4,4,AS6,X,10,8,9.1,31,214
DODGE,Journey,SUV,2.4,4,A4,X,12.7,9.2,11.1,25,261
FIAT,500X AWD,SUV,1.3,4,A9,X,10,7.9,9.1,31,213
FORD,EcoSport,SUV,1,3,AS6,X,8.6,8.1,8.4,34,197
FORD,EcoSport AWD,SUV,2,4,AS6,X,10.2,8.1,9.2,31,216
FORD,Edge,SUV,2,4,A8,X,11.2,8.1,9.8,29,229
FORD,Edge AWD,SUV,2,4,A8,X,11.4,8.3,10,28,233
FORD,Edge AWD,SUV,2,4,AS8,X,11.4,8.3,10,28,233
FORD,Edge AWD,SUV,2.7,6,AS8,X,12.5,9.2,11,26,258
FORD,Escape,SUV,1.5,3,A8,X,8.6,7.1,7.9,36,185
FORD,Escape AWD,SUV,1.5,3,A8,X,8.9,7.6,8.3,34,196
FORD,Escape AWD,SUV,2,4,AS8,X,10.4,7.5,9.1,31,213
FORD,Escape Hybrid,SUV,2.5,4,AV,X,5.4,6.3,5.8,49,136
FORD,Escape Hybrid AWD,SUV,2.5,4,AV,X,5.5,6.4,5.9,48,139
GMC,Terrain,SUV,1.5,4,A9,X,9.2,7.8,8.6,33,202
GMC,Terrain AWD,SUV,1.5,4,A9,X,9.5,8.3,9,31,210
GMC,Terrain AWD,SUV,2,4,A9,Z,11.2,9,10.2,28,239
HONDA,CR-V,SUV,1.5,4,AV,X,8.3,7,7.7,37,180
HONDA,CR-V AWD,SUV,1.5,4,AV,X,8.7,7.4,8.1,35,189
HONDA,Passport AWD,SUV,3.5,6,AS9,X,12.5,9.8,11.3,25,265
HONDA,Pilot AWD,SUV,3.5,6,A6,X,13,9.3,11.3,25,266
HONDA,Pilot AWD,SUV,3.5,6,AS9,X,12.4,9.3,11,26,257
HYUNDAI,Kona,SUV,2,4,AS6,X,8.6,7,7.9,36,187
HYUNDAI,Kona AWD,SUV,1.6,4,AM7,X,9,8,8.6,33,201
HYUNDAI,Kona AWD,SUV,2,4,AS6,X,9.2,7.8,8.6,33,202
HYUNDAI,Santa Fe,SUV,2.4,4,AS8,X,10.8,8,9.6,29,225
HYUNDAI,Santa Fe AWD,SUV,2,4,AS8,X,12,9.2,10.7,26,255
HYUNDAI,Santa Fe AWD,SUV,2.4,4,AS8,X,11.3,8.8,10.1,28,238
HYUNDAI,Tucson,SUV,2,4,AS6,X,10,7.9,9.1,31,216
HYUNDAI,Tucson AWD,SUV,2,4,AS6,X,10.8,9.2,10.1,28,239
HYUNDAI,Tucson AWD,SUV,2.4,4,AS6,X,11,9.1,10.1,28,241
INFINITI,QX50 AWD,SUV,2,4,AV8,Z,10.8,8.3,9.7,29,228
INFINITI,QX60 AWD,SUV,3.5,6,AV7,Z,12.5,9,10.9,26,257
JAGUAR,E-PACE P250,SUV,2,4,AS9,Z,11,8.4,9.8,29,231
JAGUAR,E-PACE P300,SUV,2,4,AS9,Z,11.2,8.6,10.1,28,236
JAGUAR,F-PACE 25t,SUV,2,4,AS8,Z,10.7,8.8,9.9,29,227
JAGUAR,F-PACE 30t,SUV,2,4,AS8,Z,10.9,8.7,9.9,29,232
JAGUAR,F-PACE S,SUV,3,6,AS8,Z,13.3,10,11.8,24,277
JAGUAR,F-PACE SVR,SUV,5,8,AS8,Z,14.5,11,12.9,22,303
JEEP,Cherokee,SUV,2,4,A9,X,10.4,7.6,9.1,31,214
JEEP,Cherokee,SUV,2.4,4,A9,X,10.8,7.6,9.3,30,219
JEEP,Cherokee,SUV,3.2,6,A9,X,11.9,8.2,10.2,28,240
JEEP,Cherokee 4X4 Active Drive I,SUV,2,4,A9,X,11.2,8,9.8,29,229
JEEP,Cherokee 4X4 Active Drive I,SUV,2.4,4,A9,X,11.2,8,9.8,29,230
JEEP,Cherokee 4X4 Active Drive I,SUV,3.2,6,A9,X,12.2,8.6,10.6,27,249
JEEP,Cherokee 4X4 Active Drive II,SUV,2,4,A9,X,11.5,8.6,10.2,28,240
JEEP,Cherokee 4X4 Active Drive II,SUV,3.2,6,A9,X,12.8,9,11.1,25,259
JEEP,Cherokee 4X4 Active Drive Lock,SUV,2,4,A9,X,11.8,9.2,10.6,27,249
JEEP,Cherokee 4X4 Active Drive Lock,SUV,3.2,6,A9,X,12.9,9.9,11.6,24,269
JEEP,Compass,SUV,2.4,4,A6,X,10.6,7.6,9.3,30,218
JEEP,Compass,SUV,2.4,4,M6,X,10.4,7.3,9,31,211
